,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
44,45,Jermichael Finley,GNB,25,TE,16,14,87,61,70.1%,667,10.9,2,31,40,7.7,3.8,41.7,1
45,46,Dennis Pitta,BAL,27,te,16,5,94,61,64.9%,669,11.0,7,29,61,7.1,3.8,41.8,0
46,47,Ray Rice*,BAL,25,RB,16,16,83,61,73.5%,478,7.8,1,24,43,5.8,3.8,29.9,1
47,48,Donnie Avery,IND,28,WR,16,15,124,60,48.4%,781,13.0,3,37,48,6.3,3.8,48.8,1
48,49,Dwayne Bowe,KAN,28,WR,13,12,114,59,51.8%,801,13.6,3,44,47,7.0,4.5,61.6,1
49,50,Brandon Pettigrew,DET,27,TE,14,11,102,59,57.8%,567,9.6,3,33,24,5.6,4.2,40.5,4
50,51,Brent Celek,PHI,27,TE,15,14,88,57,64.8%,684,12.0,1,34,34,7.8,3.8,45.6,1
51,52,Malcom Floyd ,SDG,31,WR,14,14,85,56,65.9%,814,14.5,5,47,39,9.6,4.0,58.1,0
52,53,Jeremy Kerley,NYJ,24,WR,16,7,95,56,58.9%,827,14.8,2,31,66,8.7,3.5,51.7,4
53,54,Martellus Bennett ,NYG,25,TE,16,16,89,55,61.8%,626,11.4,5,35,33,7.0,3.4,39.1,0
54,55,Rob Gronkowski *,NWE,23,TE,11,11,79,55,69.6%,790,14.4,11,45,41,10.0,5.0,71.8,1
55,56,Cecil Shorts,JAX,25,WR,14,9,105,55,52.4%,979,17.8,7,37,80,9.3,3.9,69.9,1
56,57,LeSean McCoy,PHI,24,RB,12,12,67,54,80.6%,373,6.9,3,20,36,5.6,4.5,31.1,4
57,58,Jason Avant,PHI,29,wr,14,6,76,53,69.7%,648,12.2,0,31,39,8.5,3.8,46.3,1
58,59,Greg Little,CLE,23,WR,16,16,94,53,56.4%,647,12.2,4,36,43,6.9,3.3,40.4,0
59,60,Hakeem Nicks,NYG,24,WR,13,11,100,53,53.0%,692,13.1,3,35,50,6.9,4.1,53.2,0
60,61,Jacquizz Rodgers ,ATL,22,,16,0,59,53,89.8%,402,7.6,1,18,32,6.8,3.3,25.1,0
61,62,Kyle Rudolph *,MIN,23,TE,16,16,93,53,57.0%,493,9.3,9,34,29,5.3,3.3,30.8,0
62,63,Joique Bell,DET,26,,16,0,68,52,76.5%,485,9.3,0,29,50,7.1,3.3,30.3,2
63,64,Marcedes Lewis,JAX,28,TE,16,15,77,52,67.5%,540,10.4,4,25,26,7.0,3.3,33.8,0
64,65,Dexter McCluster,KAN,23,rb,16,6,77,52,67.5%,452,8.7,1,24,31,5.9,3.3,28.3,2
65,66,Marcel Reece *,OAK,27,RB,16,14,73,52,71.2%,496,9.5,1,23,56,6.8,3.3,31.0,2
66,67,Jacob Tamme,DEN,27,TE,16,8,85,52,61.2%,555,10.7,2,29,36,6.5,3.3,34.7,0
67,68,Brandon Gibson ,STL,25,WR,16,13,82,51,62.2%,691,13.5,5,43,34,8.4,3.2,43.2,0
68,69,Andrew Hawkins,CIN,26,wr,14,2,80,51,63.8%,533,10.5,4,24,59,6.7,3.6,38.1,1
69,70,Aaron Hernandez,NWE,23,TE,10,10,83,51,61.4%,483,9.5,5,27,31,5.8,5.1,48.3,0
70,71,Denarius Moore,OAK,24,WR,15,15,114,51,44.7%,741,14.5,7,33,58,6.5,3.4,49.4,3
71,72,Trent Richardson ,CLE,22,RB,15,15,70,51,72.9%,367,7.2,1,18,27,5.2,3.4,24.5,3
72,73,Josh Gordon,CLE,21,WR,16,13,96,50,52.1%,805,16.1,5,40,71,8.4,3.1,50.3,1
73,74,T.Y. Hilton,IND,23,wr,15,1,90,50,55.6%,861,17.2,7,30,61,9.6,3.3,57.4,1
74,75,Sidney Rice,SEA,26,WR,16,16,82,50,61.0%,748,15.0,7,38,46,9.1,3.1,46.8,0
75,76,Ronnie Brown,SDG,31,,14,1,59,49,83.1%,371,7.6,0,16,25,6.3,3.5,26.5,0
76,77,Antonio Gates,SDG,32,TE,15,15,80,49,61.3%,538,11.0,7,30,34,6.7,3.3,35.9,0
77,78,Doug Martin *,TAM,23,RB,16,16,70,49,70.0%,472,9.6,1,18,64,6.7,3.1,29.5,1
78,79,Jordy Nelson,GNB,27,WR,12,10,73,49,67.1%,745,15.2,7,36,73,10.2,4.1,62.1,0
79,80,Torrey Smith,BAL,23,WR,16,16,110,49,44.5%,855,17.4,8,39,54,7.8,3.1,53.4,0
80,81,Ben Watson,CLE,32,TE,16,14,82,49,59.8%,501,10.2,3,27,27,6.1,3.1,31.3,1
81,82,Josh Morgan,WAS,27,WR,16,15,73,48,65.8%,510,10.6,2,30,32,7.0,3.0,31.9,1
82,83,Dallas Clark,TAM,33,TE,16,7,75,47,62.7%,435,9.3,4,23,33,5.8,2.9,27.2,0
83,84,Nate Washington,TEN,29,WR,16,14,89,46,51.7%,746,16.2,4,30,71,8.4,2.9,46.6,1
84,85,Dwayne Allen,IND,22,TE,16,16,66,45,68.2%,521,11.6,3,30,40,7.9,2.8,32.6,1
85,86,Kenny Britt,TEN,24,WR,14,11,90,45,50.0%,589,13.1,4,25,46,6.5,3.2,42.1,2
86,87,Michael Floyd ,ARI,23,,16,3,86,45,52.3%,562,12.5,2,26,53,6.5,2.8,35.1,1
87,88,Rob Housler,ARI,24,TE,15,9,68,45,66.2%,417,9.3,0,17,33,6.1,3.0,27.8,0
88,89,DeSean Jackson,PHI,26,WR,11,11,87,45,51.7%,700,15.6,2,30,77,8.0,4.1,63.6,1
89,90,Brandon Stokley,DEN,36,wr,15,9,58,45,77.6%,544,12.1,5,30,38,9.4,3.0,36.3,0
90,91,Golden Tate,SEA,24,WR,15,15,68,45,66.2%,688,15.3,7,28,51,10.1,3.0,45.9,1
91,92,Jared Cook,TEN,25,te,13,5,73,44,60.3%,523,11.9,4,24,61,7.2,3.4,40.2,1
92,93,Matt Forte ,CHI,27,RB,15,15,59,44,74.6%,340,7.7,1,15,47,5.8,2.9,22.7,2
93,94,Pierre Garcon,WAS,26,WR,10,10,68,44,64.7%,633,14.4,4,26,88,9.3,4.4,63.3,0
94,95,Brandon LaFell,CAR,26,WR,14,12,76,44,57.9%,677,15.4,4,31,62,8.9,3.1,48.4,1
95,96,Emmanuel Sanders ,PIT,25,wr,16,7,75,44,58.7%,626,14.2,1,31,37,8.3,2.8,39.1,3
96,97,Scott Chandler,BUF,27,TE,15,13,74,43,58.1%,571,13.3,6,36,43,7.7,2.9,38.1,2
97,98,C.J. Spiller*,BUF,25,RB,16,9,57,43,75.4%,459,10.7,2,20,66,8.1,2.7,28.7,3
98,99,Chris Givens,STL,23,WR,15,12,80,42,52.5%,698,16.6,3,25,65,8.7,2.8,46.5,0
99,100,Lance Kendricks,STL,24,TE,16,14,64,42,65.6%,519,12.4,4,24,80,8.1,2.6,32.4,1
100,101,Mario Manningham,SFO,26,WR,12,10,57,42,73.7%,449,10.7,1,22,40,7.9,3.5,37.4,2
101,102,Darren McFadden,OAK,25,RB,12,12,63,42,66.7%,258,6.1,1,12,20,4.1,3.5,21.5,2
102,103,Tony Scheffler,DET,29,,15,4,85,42,49.4%,504,12.0,1,28,57,5.9,2.8,33.6,0
103,104,Vernon Davis ,SFO,28,TE,16,16,61,41,67.2%,548,13.4,5,26,53,9.0,2.6,34.3,0
104,105,Joel Dreessen,DEN,30,TE,16,15,58,41,70.7%,356,8.7,5,19,30,6.1,2.6,22.3,0
105,106,Anthony Fasano,MIA,28,TE,16,16,69,41,59.4%,332,8.1,5,18,22,4.8,2.6,20.8,0
106,107,Darrius Heyward-Bey,OAK,25,WR,15,14,80,41,51.3%,606,14.8,5,25,59,7.6,2.7,40.4,0
107,108,Donald Jones,BUF,25,WR,12,10,67,41,61.2%,443,10.8,4,25,68,6.6,3.4,36.9,1
108,109,Santana Moss,WAS,33,,16,1,62,41,66.1%,573,14.0,8,26,77,9.2,2.6,35.8,2
109,110,Kevin Walter,HOU,31,WR,16,14,68,41,60.3%,518,12.6,2,27,52,7.6,2.6,32.4,0
110,111,Arian Foster *,HOU,26,RB,16,16,58,40,69.0%,217,5.4,2,10,23,3.7,2.5,13.6,3
111,112,Michael Jenkins,MIN,30,wr,16,8,72,40,55.6%,449,11.2,2,25,32,6.2,2.5,28.1,0
112,113,Adrian Peterson*+,MIN,27,RB,16,16,51,40,78.4%,217,5.4,1,11,20,4.3,2.5,13.6,4
113,114,Danny Woodhead,NWE,27,,16,2,55,40,72.7%,446,11.2,3,23,25,8.1,2.5,27.9,1
114,115,Domenik Hixon,NYG,28,,13,3,59,39,66.1%,567,14.5,2,25,41,9.6,3.0,43.6,0
115,116,Ryan Mathews,SDG,25,RB,12,9,56,39,69.6%,252,6.5,0,9,24,4.5,3.3,21.0,2
116,117,Rod Streater,OAK,24,,16,2,74,39,52.7%,584,15.0,3,27,64,7.9,2.4,36.5,1
117,118,Pierre Thomas,NOR,28,,15,4,53,39,73.6%,354,9.1,1,20,36,6.7,2.6,23.6,0
118,119,Harry Douglas,ATL,28,,15,1,59,38,64.4%,395,10.4,1,18,37,6.7,2.5,26.3,1
119,120,Leonard Hankerson,WAS,24,wr,16,5,57,38,66.7%,543,14.3,3,25,68,9.5,2.4,33.9,0
120,121,Steven Jackson,STL,29,RB,16,16,53,38,71.7%,321,8.4,0,13,22,6.1,2.4,20.1,0
121,122,Zach Miller,SEA,27,TE,16,15,53,38,71.7%,396,10.4,3,18,30,7.5,2.4,24.8,1
122,123,Danario Alexander,SDG,26,wr,10,6,62,37,59.7%,658,17.8,7,29,80,10.6,3.7,65.8,0
123,124,Greg Jennings,GNB,29,wr,8,5,62,36,58.1%,366,10.2,4,22,45,5.9,4.5,45.8,0
124,125,Chris Johnson ,TEN,27,RB,16,15,49,36,73.5%,232,6.4,0,7,22,4.7,2.3,14.5,5
125,126,Reggie Bush,MIA,27,RB,16,16,52,35,67.3%,292,8.3,2,14,25,5.6,2.2,18.3,4
126,127,Jamaal Charles*,KAN,26,RB,16,15,49,35,71.4%,236,6.7,1,11,22,4.8,2.2,14.8,5
127,128,DeMarco Murray,DAL,24,RB,10,10,42,35,83.3%,251,7.2,0,11,22,6.0,3.5,25.1,3
128,129,James Casey,HOU,28,FB,16,9,45,34,75.6%,330,9.7,3,18,30,7.3,2.1,20.6,0
129,130,Fred Jackson,BUF,31,rb,10,8,42,34,81.0%,217,6.4,1,10,34,5.2,3.4,21.7,5
130,131,Mikel Leshoure,DET,22,RB,14,14,49,34,69.4%,214,6.3,0,12,15,4.4,2.4,15.3,3
131,132,Tony Moeaki,KAN,25,TE,15,14,56,33,58.9%,453,13.7,1,24,38,8.1,2.2,30.2,0
132,133,Titus Young,DET,23,WR,10,8,56,33,58.9%,383,11.6,4,20,46,6.8,3.3,38.3,0
133,134,Kevin Ogletree,DAL,25,,15,1,55,32,58.2%,436,13.6,4,19,65,7.9,2.1,29.1,0
134,135,T.J. Graham,BUF,23,TE,15,11,58,31,53.4%,322,10.4,1,15,51,5.6,2.1,21.5,0
135,136,Jason Snelling ,ATL,29,,16,2,35,31,88.6%,203,6.5,1,9,16,5.8,1.9,12.7,1
136,137,Jacoby Jones*+,BAL,28,,16,3,55,30,54.5%,406,13.5,1,16,47,7.4,1.9,25.4,2
137,138,Austin Pettis,STL,24,,14,2,48,30,62.5%,261,8.7,4,16,36,5.4,2.1,18.6,0
138,139,Damian Williams,TEN,24,,13,2,45,30,66.7%,324,10.8,0,18,27,7.2,2.3,24.9,0
139,140,Doug Baldwin ,SEA,24,,14,4,50,29,58.0%,366,12.6,3,19,50,7.3,2.1,26.1,0
140,141,Earl Bennett,CHI,25,,12,4,49,29,59.2%,375,12.9,2,20,60,7.7,2.4,31.3,0
141,142,Jeff Cumberland,NYJ,25,TE,15,12,53,29,54.7%,359,12.4,3,18,39,6.8,1.9,23.9,0
142,143,Early Doucet,ARI,27,,12,3,53,28,52.8%,207,7.4,0,11,18,3.9,2.3,17.3,0
143,144,Frank Gore*,SFO,29,RB,16,16,36,28,77.8%,234,8.4,1,10,26,6.5,1.8,14.6,3
144,145,Garrett Graham,HOU,26,fb,15,9,39,28,71.8%,263,9.4,3,16,30,6.7,1.9,17.5,0
145,146,Dustin Keller,NYJ,28,te,8,5,36,28,77.8%,317,11.3,2,18,32,8.8,3.5,39.6,0
146,147,Randy Moss,SFO,35,,16,2,50,28,56.0%,434,15.5,3,22,55,8.7,1.8,27.1,1
147,148,Chaz Schilens,NYJ,27,wr,15,6,41,28,68.3%,289,10.3,2,16,25,7.0,1.9,19.3,1
148,149,Tiquan Underwood,TAM,25,,14,3,55,28,50.9%,425,15.2,2,20,62,7.7,2.0,30.4,0
149,150,Nate Burleson,DET,31,wr,6,5,43,27,62.8%,240,8.9,2,15,26,5.6,4.5,40.0,0
150,151,Mike Tolbert,CAR,27,rb,16,5,39,27,69.2%,268,9.9,0,13,26,6.9,1.7,16.8,0
151,152,Coby Fleener ,IND,24,TE,12,10,48,26,54.2%,281,10.8,2,14,26,5.9,2.2,23.4,0
152,153,Willis McGahee,DEN,31,RB,10,9,33,26,78.8%,221,8.5,0,10,31,6.7,2.6,22.1,5
153,154,Jerome Simpson,MIN,26,WR,12,10,52,26,50.0%,274,10.5,0,16,33,5.3,2.2,22.8,2
154,155,Clay Harbor,PHI,25,TE,14,9,39,25,64.1%,186,7.4,2,8,19,4.8,1.8,13.3,1
155,156,Felix Jones,DAL,25,rb,16,7,36,25,69.4%,262,10.5,2,10,39,7.3,1.6,16.4,2
156,157,Louis Murphy,CAR,25,wr,16,5,61,25,41.0%,336,13.4,1,16,55,5.5,1.6,21.0,1
157,158,Logan Paulsen,WAS,25,TE,16,10,38,25,65.8%,308,12.3,1,17,31,8.1,1.6,19.3,0
158,159,Armon Binns,2TM,23,,11,5,40,24,60.0%,277,11.5,1,0,48,6.9,2.2,25.2,1
159,160,Fred Davis,WAS,26,te,7,7,31,24,77.4%,325,13.5,0,17,29,10.5,3.4,46.4,0
160,161,Shaun Draughn,KAN,25,,16,0,30,24,80.0%,158,6.6,0,5,23,5.3,1.5,9.9,2
161,162,Alshon Jeffery,CHI,22,WR,10,6,48,24,50.0%,367,15.3,3,17,55,7.6,2.4,36.7,0
162,163,Chris Ogbonnaya,CLE,26,,15,1,32,24,75.0%,187,7.8,0,10,38,5.8,1.6,12.5,1
163,164,Daryl Richardson ,STL,22,,16,0,36,24,66.7%,163,6.8,0,7,26,4.5,1.5,10.2,3
164,165,Laurent Robinson,JAX,27,,7,4,43,24,55.8%,252,10.5,0,8,32,5.9,3.4,36.0,1
165,166,Ahmad Bradshaw,NYG,26,RB,14,12,31,23,74.2%,245,10.7,0,7,59,7.9,1.6,17.5,3
166,167,Riley Cooper,PHI,25,wr,11,5,47,23,48.9%,248,10.8,3,14,23,5.3,2.1,22.5,0
167,168,Devin Hester,CHI,30,wr,15,5,40,23,57.5%,242,10.5,1,9,39,6.1,1.5,16.1,1
168,169,Marshawn Lynch *+,SEA,26,RB,16,15,30,23,76.7%,196,8.5,1,11,27,6.5,1.4,12.3,5
169,170,Eddie Royal,SDG,26,,10,2,44,23,52.3%,234,10.2,1,15,31,5.3,2.3,23.4,1
170,171,Jordan Shipley,2TM,27,,7,2,39,23,59.0%,244,10.6,1,0,36,6.3,3.3,34.9,1
171,172,Micheal Spurlock,2TM,29,,14,1,29,23,79.3%,200,8.7,1,0,22,6.9,1.6,14.3,1
172,173,Craig Stevens,TEN,28,TE,15,15,33,23,69.7%,275,12.0,1,14,46,8.3,1.5,18.3,2
173,174,Ryan Broyles,DET,24,,10,3,32,22,68.8%,310,14.1,2,16,40,9.7,2.2,31.0,0
174,175,BenJarvus Green-Ellis,CIN,27,RB,15,15,30,22,73.3%,104,4.7,0,4,13,3.5,1.5,6.9,3
175,176,Devery Henderson,NOR,30,WR,15,9,47,22,46.8%,316,14.4,1,10,41,6.7,1.5,21.1,1
176,177,Jarius Wright,MIN,23,,7,1,36,22,61.1%,310,14.1,2,14,65,8.6,3.1,44.3,0
177,178,Ed Dickson,BAL,25,TE,13,11,33,21,63.6%,225,10.7,0,11,40,6.8,1.6,17.3,0
178,179,Julian Edelman,NWE,26,,9,3,32,21,65.6%,235,11.2,3,12,56,7.3,2.3,26.1,1
179,180,Stephen Hill,NYJ,21,WR,11,8,47,21,44.7%,252,12.0,3,17,33,5.4,1.9,22.9,0
180,181,Vonta Leach*+,BAL,31,FB,16,13,24,21,87.5%,143,6.8,0,7,18,6.0,1.3,8.9,0
181,182,Knowshon Moreno,DEN,25,rb,8,6,26,21,80.8%,167,8.0,0,11,26,6.4,2.6,20.9,1
182,183,Delanie Walker,SFO,28,,16,4,39,21,53.8%,344,16.4,3,14,45,8.8,1.3,21.5,1
183,184,Jonathan Baldwin,KAN,23,WR,15,7,47,20,42.6%,325,16.3,1,15,57,6.9,1.3,21.7,0
184,185,Jordan Cameron,CLE,24,TE,14,6,40,20,50.0%,226,11.3,1,12,28,5.7,1.4,16.1,0
185,186,Toby Gerhart ,MIN,25,,16,0,27,20,74.1%,155,7.8,0,9,21,5.7,1.3,9.7,2
186,187,Derek Hagan,OAK,28,,14,2,36,20,55.6%,259,13.0,0,14,38,7.2,1.4,18.5,0
187,188,Santonio Holmes,NYJ,28,,4,4,41,20,48.8%,272,13.6,1,15,38,6.6,5.0,68.0,1
188,189,Kellen Davis,CHI,27,TE,16,15,44,19,43.2%,229,12.1,2,11,25,5.2,1.2,14.3,1
189,190,Shonn Greene,NYJ,27,RB,16,14,30,19,63.3%,151,7.9,0,3,30,5.0,1.2,9.4,4
190,191,Rashad Jennings,JAX,27,RB,10,6,26,19,73.1%,130,6.8,0,5,26,5.0,1.9,13.0,3
191,192,Damaris Johnson,PHI,23,,14,1,31,19,61.3%,256,13.5,0,14,32,8.3,1.4,18.3,2
192,193,William Powell,ARI,24,,13,1,25,19,76.0%,132,6.9,0,7,25,5.3,1.5,10.2,2
193,194,Rueben Randle ,NYG,21,,16,1,32,19,59.4%,298,15.7,3,13,56,9.3,1.2,18.6,1
194,195,Isaac Redman,PIT,28,rb,14,5,23,19,82.6%,244,12.8,0,10,55,10.6,1.4,17.4,3
195,196,Robert Turbin,SEA,23,,16,0,23,19,82.6%,181,9.5,0,8,20,7.9,1.2,11.3,0
196,197,Michael Turner,ATL,30,RB,16,16,30,19,63.3%,128,6.7,1,2,60,4.3,1.2,8.0,3
197,198,Travis Benjamin,CLE,23,,14,3,37,18,48.6%,298,16.6,2,13,69,8.1,1.3,21.3,1
198,199,Charles Clay,MIA,23,FB,14,9,33,18,54.5%,212,11.8,2,8,31,6.4,1.3,15.1,0
199,200,Jonathan Dwyer,PIT,23,RB,13,6,25,18,72.0%,106,5.9,0,7,15,4.2,1.4,8.2,2
200,201,Braylon Edwards,2TM,29,,13,4,35,18,51.4%,199,11.1,1,0,19,5.7,1.4,15.3,0
201,202,Alex Green,GNB,24,,12,4,30,18,60.0%,125,6.9,0,6,19,4.2,1.5,10.4,1
202,203,Marvin Jones ,CIN,22,wr,11,5,32,18,56.3%,201,11.2,1,11,23,6.3,1.6,18.3,0
203,204,Anthony McCoy,SEA,25,te,16,5,28,18,64.3%,291,16.2,3,13,67,10.4,1.1,18.2,0
204,205,Mike Thomas,2TM,25,,16,4,40,18,45.0%,108,6.0,1,0,12,2.7,1.1,6.8,1
205,206,Vick Ballard,IND,22,RB,16,12,27,17,63.0%,152,8.9,1,7,19,5.6,1.1,9.5,3
206,207,Jerricho Cotchery,PIT,30,,14,2,27,17,63.0%,205,12.1,0,12,24,7.6,1.2,14.6,0
207,208,Dwayne Harris,DAL,25,,16,0,31,17,54.8%,222,13.1,1,9,36,7.2,1.1,13.9,1
208,209,Will Heller,DET,31,TE,16,5,23,17,73.9%,150,8.8,1,9,19,6.5,1.1,9.4,0
209,210,Jeff King,ARI,29,TE,16,12,29,17,58.6%,129,7.6,0,6,27,4.4,1.1,8.1,0
210,211,Mohamed Massaquoi,CLE,26,wr,9,5,33,17,51.5%,254,14.9,0,11,54,7.7,1.9,28.2,0
211,212,Bilal Powell,NYJ,24,,14,2,36,17,47.2%,140,8.2,0,9,16,3.9,1.2,10.0,0
212,213,LaRod Stephens-Howling,ARI,25,rb,14,5,30,17,56.7%,106,6.2,0,5,24,3.5,1.2,7.6,0
213,214,Jonathan Stewart,CAR,25,rb,9,6,23,17,73.9%,157,9.2,1,5,30,6.8,1.9,17.4,2
214,215,Deion Branch,NWE,33,,10,4,29,16,55.2%,145,9.1,0,10,25,5.0,1.6,14.5,0
215,216,Juron Criner,OAK,23,,12,0,33,16,48.5%,151,9.4,1,10,17,4.6,1.3,12.6,1
216,217,Clyde Gates,NYJ,26,,11,2,33,16,48.5%,224,14.0,0,12,42,6.8,1.5,20.4,0
217,218,Mike Goodson,OAK,25,,12,0,16,16,100.0%,195,12.2,1,9,64,12.2,1.3,16.3,0
218,219,Mohamed Sanu,CIN,23,,9,3,25,16,64.0%,154,9.6,4,10,34,6.2,1.8,17.1,0
219,220,Luke Stocker,TAM,24,TE,16,11,27,16,59.3%,165,10.3,1,8,33,6.1,1.0,10.3,0
220,221,Jackie Battle,SDG,29,rb,16,5,15,15,100.0%,108,7.2,1,7,18,7.2,0.9,6.8,0
221,222,Cole Beasley,DAL,23,,10,0,24,15,62.5%,128,8.5,0,8,20,5.3,1.5,12.8,0
222,223,Will Johnson,PIT,23,RB,16,7,26,15,57.7%,137,9.1,1,8,26,5.3,0.9,8.6,0
223,224,John Kuhn,GNB,30,,14,3,18,15,83.3%,148,9.9,0,7,32,8.2,1.1,10.6,0
224,225,Evan Royster,WAS,25,,16,0,23,15,65.2%,109,7.3,0,2,25,4.7,0.9,6.8,0
225,226,Daniel Thomas,MIA,25,,12,0,22,15,68.2%,156,10.4,0,5,32,7.1,1.3,13.0,3
226,227,Ramses Barden,NYG,26,,12,1,21,14,66.7%,220,15.7,0,11,31,10.5,1.2,18.3,0
227,228,Cedric Benson ,GNB,30,RB,5,5,15,14,93.3%,97,6.9,0,5,18,6.5,2.8,19.4,1
228,229,Jed Collins,NOR,26,fb,15,7,16,14,87.5%,70,5.0,2,5,12,4.4,0.9,4.7,1
