,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
44,42,Tyrone Wheatley,OAK,30,,14,0,108,419,2,27,36,3.9,29.9,1
45,43,Daunte Culpepper,MIN,25,QB,16,16,106,609,10,47,38,5.7,38.1,23
46,44,Jamel White,CLE,25,rb,14,6,106,470,3,22,54,4.4,33.6,0
47,45,Leon Johnson,CHI,28,,16,4,103,329,1,25,23,3.2,20.6,3
48,46,Dee Brown,CAR,24,,14,3,102,360,4,20,24,3.5,25.7,4
49,47,Stacey Mack,JAX,27,,16,0,98,436,9,38,23,4.4,27.3,0
50,48,James Mungro,IND,24,,9,1,97,336,8,24,49,3.5,37.3,3
51,49,Mike Anderson ,DEN,29,FB,15,12,84,386,2,24,32,4.6,25.7,2
52,50,LaMont Jordan,NYJ,24,,14,0,84,316,3,17,61,3.8,22.6,4
53,51,Moe Williams,MIN,28,,16,0,84,414,11,35,44,4.9,25.9,1
54,52,Steve McNair,TEN,29,QB,16,16,82,440,3,29,26,5.4,27.5,9
55,53,Troy Hambrick,DAL,26,,16,0,79,317,1,17,18,4.0,19.8,2
56,54,Dorsey Levens ,PHI,32,,16,0,75,411,1,13,47,5.5,25.7,1
57,55,Jeff Garcia *,SFO,32,QB,16,16,73,353,3,30,21,4.8,22.1,2
58,56,Tony Fisher,GNB,23,,15,1,70,283,2,15,28,4.0,18.9,2
59,57,Ladell Betts,WAS,23,,11,0,65,307,1,14,27,4.7,27.9,2
60,58,Lamar Gordon,STL,22,rb,13,5,65,228,1,12,29,3.5,17.5,4
61,59,Donovan McNabb*,PHI,26,QB,10,10,63,460,6,35,40,7.3,46.0,6
62,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
63,60,Aaron Brooks,NOR,26,QB,16,16,62,253,2,21,21,4.1,15.8,11
64,61,David Carr,HOU,23,QB,16,16,59,282,3,16,20,4.8,17.6,21
65,62,Kevin Faulk,NWE,26,,15,0,52,271,2,8,45,5.2,18.1,1
66,63,Rich Gannon*+,OAK,37,QB,16,16,50,156,3,11,24,3.1,9.8,9
67,64,Nick Goings,CAR,24,,14,2,50,188,0,11,20,3.8,13.4,2
68,65,Mike Cloud ,KAN,27,,14,2,49,115,2,9,9,2.3,8.2,0
69,66,Cory Schlesinger,DET,30,FB,16,14,49,139,2,6,17,2.8,8.7,2
70,67,Robert Holcombe,TEN,27,,8,0,47,242,0,14,39,5.1,30.3,1
71,68,Jake Plummer,ARI,28,QB,16,16,46,283,2,22,34,6.2,17.7,13
72,69,Brian Westbrook ,PHI,23,,15,3,46,193,0,11,18,4.2,12.9,2
73,70,Kerry Collins,NYG,30,QB,16,16,44,-3,0,0,8,-0.1,-0.2,8
74,71,Travis Minor,MIA,23,,16,0,44,180,2,10,23,4.1,11.3,0
75,72,Mark Brunell,JAX,32,QB,15,15,43,207,0,11,27,4.8,13.8,5
76,73,Kordell Stewart,PIT,30,qb,7,5,43,191,2,13,28,4.4,27.3,4
77,74,Tom Brady ,NWE,25,QB,16,16,42,110,1,20,15,2.6,6.9,11
78,75,Zack Crockett,OAK,30,,16,0,40,118,8,22,33,3.0,7.4,0
79,76,Matt Hasselbeck ,SEA,27,QB,16,10,40,202,1,17,21,5.1,12.6,5
80,77,Jeff Blake,BAL,32,QB,11,10,39,106,1,10,17,2.7,9.6,8
81,78,Najeh Davenport ,GNB,23,,8,0,39,184,1,8,43,4.7,23.0,1
82,79,Drew Brees,SDG,23,QB,16,16,38,130,1,11,15,3.4,8.1,2
83,80,Peyton Manning *,IND,26,QB,16,16,38,148,2,11,13,3.9,9.3,6
84,81,Olandis Gary,DEN,27,,13,2,37,147,1,7,26,4.0,11.3,0
85,82,Brian Griese,DEN,27,QB,13,13,37,107,1,11,13,2.9,8.2,2
86,83,Ray Lucas,MIA,30,qb,7,6,36,126,2,15,17,3.5,18.0,8
87,84,Brandon Bennett,CIN,29,,12,0,33,155,0,10,29,4.7,12.9,2
88,85,Chester Taylor,BAL,23,,15,2,33,122,0,5,17,3.7,8.1,1
89,86,Maurice Morris ,SEA,23,,11,0,32,153,0,7,24,4.8,13.9,1
90,87,Bob Christian,ATL,34,FB,15,10,31,119,3,8,16,3.8,7.9,1
91,88,Marc Edwards,NWE,28,FB,16,10,31,96,0,11,17,3.1,6.0,1
92,89,Trent Green,KAN,32,QB,16,16,31,225,1,12,24,7.3,14.1,1
93,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
94,90,Brad Hoover,CAR,26,FB,16,10,31,129,0,7,11,4.2,8.1,1
95,91,Chad Pennington,NYJ,26,QB,15,12,29,49,2,8,14,1.7,3.3,2
96,92,Jay Fiedler,MIA,31,QB,11,10,28,99,3,12,12,3.5,9.0,3
97,93,Aaron Stecker,TAM,27,,16,1,28,174,0,8,59,6.2,10.9,3
98,94,Drew Bledsoe*,BUF,30,QB,16,16,27,67,2,10,11,2.5,4.2,11
99,95,Quincy Carter ,DAL,25,qb,7,7,27,91,0,6,16,3.4,13.0,5
100,96,Fred Beasley,SFO,28,FB,16,14,26,75,0,15,9,2.9,4.7,0
101,97,Aveion Cason,DET,23,,10,3,26,107,0,5,40,4.1,10.7,0
102,98,Terrell Fletcher,SDG,29,,10,0,26,128,1,8,15,4.9,12.8,0
103,99,Brett Favre *,GNB,33,QB,16,16,25,73,0,6,17,2.9,4.6,10
104,100,David Garrard,JAX,24,,4,1,25,139,2,9,41,5.6,34.8,1
105,101,Damien Anderson ,ARI,23,,10,1,24,65,0,3,14,2.7,6.5,0
106,102,Jon Kitna,CIN,30,QB,14,12,24,57,4,9,12,2.4,4.1,10
107,103,Tim Couch,CLE,25,QB,14,14,23,77,0,9,14,3.3,5.5,6
108,104,Chris Fuamatu-Ma'afala,PIT,25,,8,0,23,115,0,6,17,5.0,14.4,0
109,105,Mack Strong,SEA,31,FB,16,12,23,94,0,11,9,4.1,5.9,0
110,106,Rodney Peete,CAR,36,QB,14,14,22,14,0,3,10,0.6,1.0,10
111,107,Tony Richardson ,KAN,31,FB,14,12,22,81,2,6,14,3.7,5.8,1
112,108,Michael Wiley,DAL,24,,16,1,22,168,1,7,46,7.6,10.5,0
113,109,Mike Green ,TEN,26,,15,2,21,71,0,3,12,3.4,4.7,0
114,110,Robert Edwards,MIA,28,,12,0,20,107,1,7,19,5.4,8.9,0
115,111,Tommy Maddox,PIT,31,QB,15,11,19,43,0,4,21,2.3,2.9,8
116,112,Adrian Peterson,CHI,23,,9,0,19,101,1,4,14,5.3,11.2,0
117,113,Antwaan Randle El ,PIT,23,,16,0,19,134,0,10,24,7.1,8.4,4
118,114,Randy Fasani,CAR,24,,4,1,18,95,0,6,19,5.3,23.8,2
119,115,Chad Hutchinson,DAL,25,QB,9,9,18,74,0,3,18,4.1,8.2,12
120,116,Paul Smith,SFO,24,,11,0,18,90,0,6,16,5.0,8.2,0
121,117,James Thrash,PHI,27,WR,16,16,18,126,2,8,32,7.0,7.9,1
122,118,Trung Canidate,STL,25,,16,1,17,48,0,3,22,2.8,3.0,1
123,119,Heath Evans,SEA,24,,16,1,17,53,0,4,8,3.1,3.3,1
124,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
125,120,Rudi Johnson,CIN,23,,7,0,17,67,0,6,13,3.9,9.6,0
126,121,Derrick Blaylock,KAN,23,,12,0,16,72,0,3,16,4.5,6.0,0
127,122,Terry Kirby,OAK,32,,6,0,16,51,0,5,13,3.2,8.5,2
128,123,Henry Burris,CHI,27,,6,1,15,104,0,8,17,6.9,17.3,4
129,124,Rob Johnson,TAM,29,,6,2,14,73,0,4,21,5.2,12.2,2
130,125,Mike McMahon,DET,23,,8,4,14,96,3,7,22,6.9,12.0,4
131,126,Alan Ricard,BAL,25,FB,16,8,14,58,2,5,19,4.1,3.6,0
132,127,Shawn Bryson,BUF,26,,6,0,13,35,0,2,10,2.7,5.8,1
133,128,James Fenderson ,NOR,26,,16,1,13,65,1,2,17,5.0,4.1,1
134,129,Brad Johnson *,TAM,34,QB,13,13,13,30,0,4,6,2.3,2.3,8
135,130,Jim Miller,CHI,31,QB,10,8,13,11,0,3,5,0.8,1.1,6
136,131,Patrick Ramsey,WAS,23,qb,9,5,13,-1,1,3,3,-0.1,-0.1,9
137,132,Marc Bulger,STL,25,QB,7,7,12,-13,1,1,1,-1.1,-1.9,2
138,133,Doug Chapman,MIN,25,,6,0,12,89,0,4,27,7.4,14.8,1
139,134,Rafael Cooper,DET,27,,5,0,12,57,0,4,18,4.8,11.4,0
140,135,Tim Dwight,SDG,27,WR,16,14,12,108,1,5,20,9.0,6.8,1
141,136,A.J. Feeley,PHI,25,qb,6,5,12,6,0,0,6,0.5,1.0,2
142,137,James Jackson,CLE,26,,16,0,12,54,0,2,18,4.5,3.4,0
143,138,Curtis Keaton,NOR,26,,6,0,12,19,0,0,4,1.6,3.2,1
144,139,Nick Luchey,CIN,25,,16,3,12,59,2,6,10,4.9,3.7,0
145,140,Shane Matthews,WAS,32,QB,8,7,12,31,0,2,11,2.6,3.9,1
146,141,Hines Ward *,PIT,26,WR,16,16,12,142,0,5,39,11.8,8.9,1
147,142,Larry Centers,BUF,34,FB,16,7,11,56,2,6,13,5.1,3.5,0
148,143,Dante Hall *,KAN,24,,16,0,11,54,0,4,21,4.9,3.4,3
149,144,Rondell Mealey,GNB,25,,3,1,11,36,1,3,18,3.3,12.0,0
150,145,Travis Taylor,BAL,24,WR,16,15,11,105,0,4,39,9.5,6.6,0
151,146,Ricky Williams,IND,24,,10,0,11,35,0,2,10,3.2,3.5,0
152,147,Chris Chandler,CHI,37,qb,9,7,10,32,0,4,14,3.2,3.6,3
153,148,Trent Dilfer,SEA,30,qb,6,6,10,27,0,4,13,2.7,4.5,2
154,149,Verron Haynes,PIT,23,,14,0,10,51,0,2,20,5.1,3.6,0
155,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
156,150,Travis Jervey ,ATL,30,,6,0,10,17,0,1,9,1.7,2.8,1
157,151,Johnnie Morton,KAN,31,WR,14,14,10,124,0,5,36,12.4,8.9,0
158,152,Chris Redman,BAL,25,qb,6,6,10,8,0,3,6,0.8,1.3,5
159,153,Robert Thomas,DAL,28,FB,15,9,10,31,0,2,14,3.1,2.1,0
160,154,Derrius Thompson,WAS,25,WR,16,14,10,77,0,5,26,7.7,4.8,2
161,155,Danny Wuerffel,WAS,28,,7,4,10,76,0,4,26,7.6,10.9,2
162,156,Lorenzo Neal*,CIN,32,FB,16,8,9,31,0,3,9,3.4,1.9,0
163,157,John Simon,TEN,24,,12,0,9,18,1,4,13,2.0,1.5,1
164,158,Donald Driver*,GNB,27,WR,16,16,8,70,0,4,17,8.8,4.4,1
165,159,Kelly Holcomb,CLE,29,,4,2,8,9,0,2,7,1.1,2.3,1
166,160,Doug Johnson ,ATL,25,,6,1,8,16,1,2,15,2.0,2.7,3
167,161,Dennis Northcutt,CLE,25,,13,0,8,104,1,4,36,13.0,8.0,2
168,162,Koren Robinson,SEA,22,WR,16,16,8,56,0,3,20,7.0,3.5,2
169,163,Kurt Warner,STL,31,qb,7,6,8,33,0,2,9,4.1,4.7,8
170,164,Peter Warrick,CIN,25,WR,15,10,8,22,0,1,11,2.8,1.5,2
171,165,Jarrod Baxter,HOU,23,FB,16,10,7,14,0,2,6,2.0,0.9,0
172,166,Curtis Conway,SDG,31,WR,13,13,7,53,2,2,22,7.6,4.1,2
173,167,Joey Harrington,DET,24,QB,14,12,7,4,0,0,6,0.6,0.3,2
174,168,William Henderson ,GNB,31,FB,15,12,7,27,1,2,10,3.9,1.8,0
175,169,Eddie Kennison,KAN,29,WR,16,14,7,58,0,2,31,8.3,3.6,0
176,170,James McKnight ,MIA,30,WR,15,9,7,58,0,2,19,8.3,3.9,2
177,171,Joe Montgomery,CAR,26,,3,0,7,20,0,0,5,2.9,6.7,0
178,172,Santana Moss,NYJ,23,,15,3,7,48,0,3,14,6.9,3.2,2
179,173,Terrell Owens*+,SFO,29,WR,14,14,7,79,1,3,38,11.3,5.6,0
180,174,Tim Brown,OAK,36,WR,16,16,6,19,0,2,9,3.2,1.2,3
181,175,Antonio Bryant,DAL,21,WR,16,15,6,40,0,1,24,6.7,2.5,3
182,176,Chris Chambers,MIA,24,WR,15,15,6,78,0,1,45,13.0,5.2,1
183,177,Jesse Chatman,SDG,23,,10,0,6,19,0,1,11,3.2,1.9,0
184,178,Laveranues Coles,NYJ,25,WR,16,16,6,39,0,2,21,6.5,2.4,1
185,179,Ernie Conwell,STL,30,TE,16,11,6,30,1,2,15,5.0,1.9,0
186,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
187,180,Jim Kleinsasser,MIN,25,TE,14,12,6,17,0,1,4,2.8,1.2,0
188,181,Dan Kreider,PIT,25,FB,16,13,6,16,0,2,5,2.7,1.0,1
189,182,Randy Moss*,MIN,25,WR,16,16,6,51,0,3,25,8.5,3.2,1
190,183,Rod Smith,DEN,32,WR,16,16,6,9,0,0,9,1.5,0.6,1
191,184,Brandon Stokley,BAL,26,wr,8,5,6,31,0,1,14,5.2,3.9,1
192,185,Lamont Warren,DET,29,,3,1,6,8,0,1,8,1.3,2.7,0
193,186,Terrence Wilkins ,STL,27,,13,0,6,56,0,2,18,9.3,4.3,2
194,187,Richie Anderson ,NYJ,31,FB,16,14,5,27,0,1,16,5.4,1.7,0
195,188,Steve Beuerlein,DEN,37,,8,3,5,9,1,1,8,1.8,1.1,4
196,189,Joe Burns,BUF,23,,10,0,5,7,0,0,6,1.4,0.7,0
197,190,Jim Finn,IND,26,,12,2,5,8,0,0,5,1.6,0.7,2
198,191,Joel Makovicka,ARI,27,,12,1,5,54,0,2,22,10.8,4.5,0
199,192,Jamie Martin ,STL,32,qb,5,2,5,6,0,0,5,1.2,1.2,2
200,193,Tim Rattay,SFO,25,,4,0,5,0,0,0,5,0.0,0.0,2
201,194,Terrelle Smith,NOR,24,FB,16,8,5,11,0,0,5,2.2,0.7,1
202,195,Chris Weinke,CAR,30,,6,1,5,9,0,1,13,1.8,1.5,0
203,196,Jake Delhomme,NOR,27,,4,0,4,-2,0,1,6,-0.5,-0.5,0
204,197,Reuben Droughns,DEN,24,,16,0,4,11,1,1,9,2.8,0.7,0
205,198,Eddie Drummond,DET,22,,9,0,4,38,0,2,23,9.5,4.2,2
206,199,Gus Frerotte,CIN,31,,4,3,4,22,0,1,9,5.5,5.5,2
207,200,Joey Galloway,DAL,31,WR,16,16,4,31,0,1,21,7.8,1.9,2
208,201,Az-Zahir Hakim,DET,25,WR,10,10,4,3,0,0,10,0.8,0.3,0
209,202,Todd Heap*,BAL,22,TE,16,16,4,38,0,2,15,9.5,2.4,0
210,203,Shaun King,TAM,25,,3,1,4,25,0,1,15,6.3,8.3,0
211,204,Ashley Lelie,DEN,22,,16,1,4,40,0,1,24,10.0,2.5,0
212,205,Scottie Montgomery,DEN,24,,15,0,4,27,0,1,28,6.8,1.8,0
213,206,Chad Morton,NYJ,25,,16,0,4,8,0,0,6,2.0,0.5,1
214,207,Patrick Pass,NWE,25,,15,0,4,27,0,1,13,6.8,1.8,0
215,208,Jerry Porter,OAK,24,WR,16,14,4,6,0,0,4,1.5,0.4,0
216,209,J.R. Redmond,NWE,25,,9,0,4,2,0,0,5,0.5,0.2,0
217,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
218,210,Akili Smith,CIN,27,,1,1,4,5,0,1,3,1.3,5.0,1
219,211,Matt Allen,NYG,25,,14,0,3,23,0,1,13,7.7,1.6,1
220,212,Troy Brown,NWE,31,WR,14,13,3,14,0,1,21,4.7,1.0,4
221,213,Isaac Bruce,STL,30,WR,16,16,3,18,0,2,13,6.0,1.1,2
222,214,Tim Carter ,NYG,23,,5,0,3,28,0,2,13,9.3,5.6,1
223,215,Rock Cartwright,WAS,23,,16,0,3,22,0,2,20,7.3,1.4,1
224,216,Andre' Davis,CLE,23,,16,4,3,7,0,0,9,2.3,0.4,1
225,217,Troy Edwards,STL,25,,14,0,3,21,0,1,27,7.0,1.5,1
226,218,James Hodgins,STL,25,fb,9,8,3,7,0,1,5,2.3,0.8,0
227,219,Richard Huntley,DET,30,,3,1,3,4,0,0,3,1.3,1.3,0
228,220,Darrell Jackson,SEA,24,WR,13,13,3,3,0,0,4,1.0,0.2,3
229,221,MarTay Jenkins,ARI,27,,8,1,3,6,0,1,10,2.0,0.8,0
230,222,Randy Jordan,OAK,32,,14,0,3,14,1,1,12,4.7,1.0,0
231,223,Kevin Kasper,3TM,25,,13,4,3,19,0,0,9,6.3,1.5,1
232,224,Rob Konrad,MIA,26,FB,16,12,3,2,0,0,2,0.7,0.1,2
233,225,Jermaine Lewis,HOU,28,,12,2,3,8,0,0,5,2.7,0.7,3
234,226,Quincy Morgan,CLE,25,WR,16,16,3,7,0,0,11,2.3,0.4,2
235,227,Muhsin Muhammad,CAR,29,WR,14,14,3,40,0,2,20,13.3,2.9,0
236,228,Neil O'Donnell,TEN,36,,4,0,3,-3,0,0,-1,-1.0,-0.8,0
237,229,Peerless Price,BUF,26,WR,16,16,3,-13,0,0,1,-4.3,-0.8,2
238,230,Jerry Rice *,OAK,40,WR,16,16,3,20,0,1,12,6.7,1.3,1
239,231,Frank Sanders ,ARI,29,WR,12,12,3,2,0,0,5,0.7,0.2,0
240,232,Dez White ,CHI,23,WR,16,14,3,11,0,1,21,3.7,0.7,1
241,233,Karl Williams ,TAM,31,,16,2,3,-5,0,0,0,-1.7,-0.3,0
242,234,David Boston,ARI,24,wr,8,8,2,29,0,1,22,14.5,3.6,0
243,235,Corey Bradford ,HOU,27,WR,16,16,2,-11,0,0,0,-5.5,-0.7,0
244,236,Deion Branch,NWE,23,wr,13,7,2,0,0,1,4,0.0,0.0,1
245,237,Reche Caldwell ,SDG,23,,16,2,2,9,0,0,6,4.5,0.6,3
246,238,Rohan Davey,NWE,24,,2,0,2,-4,0,0,-2,-2.0,-2.0,0
247,239,Autry Denson,IND,26,,1,0,2,2,0,0,3,1.0,2.0,0
248,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
249,240,Koy Detmer,PHI,29,,14,1,2,4,1,1,3,2.0,0.3,1
250,241,Kevin Dyson,TEN,27,WR,11,11,2,-4,0,0,5,-2.0,-0.4,1
251,242,Jeff Feagles,SEA,36,,16,0,2,-23,0,0,-8,-11.5,-1.4,1
252,243,Jacquez Green,2TM,26,,10,0,2,9,0,0,8,4.5,0.9,1
253,244,Karl Hankton,CAR,32,,16,1,2,-4,0,0,2,-2.0,-0.3,0
254,245,Marvin Harrison*+,IND,30,WR,16,16,2,10,0,0,8,5.0,0.6,0
255,246,Torry Holt,STL,26,WR,16,11,2,18,0,1,14,9.0,1.1,1
256,247,Delvin Joyce ,NYG,24,,12,0,2,2,0,0,1,1.0,0.2,3
257,248,Ed McCaffrey,DEN,34,WR,16,16,2,22,0,0,17,11.0,1.4,1
258,249,Justin McCareins,TEN,24,,16,1,2,18,0,1,16,9.0,1.1,0
259,250,Fred McCrary,SDG,30,FB,16,16,2,1,0,0,2,0.5,0.1,1
260,251,Eric Metcalf,GNB,34,,1,0,2,7,0,1,5,3.5,7.0,1
261,252,Sammy Morris ,BUF,25,,16,0,2,5,0,0,5,2.5,0.3,0
262,253,David Patten,NWE,28,WR,16,14,2,6,0,0,7,3.0,0.4,0
263,254,Sage Rosenfels,MIA,24,,4,0,2,-9,0,0,-2,-4.5,-2.3,0
264,255,Tom Rouen,3TM,34,,12,0,2,0,0,0,0,0.0,0.0,2
265,256,Cory Sauter,CHI,28,,1,0,2,8,0,0,7,4.0,8.0,0
266,257,Donte' Stallworth,NOR,22,wr,13,7,2,2,0,0,4,1.0,0.2,0
267,258,Vinny Testaverde,NYJ,39,,5,4,2,23,0,0,24,11.5,4.6,2
268,259,Marques Tuiasosopo,OAK,23,,3,0,2,-3,0,0,-1,-1.5,-1.0,0
269,260,Troy Walters,IND,26,,16,1,2,33,0,2,17,16.5,2.1,7
270,261,David Akers*,PHI,28,,16,0,1,10,0,1,10,10.0,0.6,0
271,262,Champ Bailey*,WAS,24,LCB,16,16,1,4,0,0,4,4.0,0.3,4
272,263,Todd Bouman,MIN,30,,1,0,1,9,0,1,9,9.0,9.0,2
273,264,Isaac Byrd ,CAR,28,,13,3,1,0,0,0,0,0.0,0.0,1
274,265,Kelly Campbell,MIN,22,,6,2,1,11,0,1,11,11.0,1.8,1
275,266,Todd Collins,KAN,31,,3,0,1,7,0,0,7,7.0,2.3,0
276,267,Greg Comella,TEN,27,fb,12,7,1,0,0,0,0,0.0,0.0,1
277,268,Nick Davis ,MIN,23,,15,0,1,11,0,1,11,11.0,0.7,4
278,269,Doug Flutie,SDG,40,,1,0,1,6,0,0,6,6.0,6.0,0
279,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
280,270,Rod Gardner,WAS,25,WR,16,15,1,1,0,0,1,1.0,0.1,1
281,271,Jay Graham,GNB,27,,3,0,1,3,0,0,3,3.0,1.0,0
282,272,Craig Hentrich,TEN,31,,16,0,1,5,0,1,5,5.0,0.3,0
283,273,Chris Hetherington,STL,30,,6,4,1,0,0,0,0,0.0,0.0,0
284,274,Ike Hilliard,NYG,26,WR,7,7,1,7,0,0,7,7.0,1.0,0
285,275,Joe Horn*,NOR,30,WR,16,16,1,2,0,0,2,2.0,0.1,1
286,276,Damon Huard,NWE,29,,2,0,1,4,0,1,4,4.0,2.0,0
287,277,Javin Hunter,BAL,22,,12,3,1,9,0,0,9,9.0,0.8,2
288,278,John Jett,DET,34,,16,0,1,0,0,0,0,0.0,0.0,1
289,279,Bryan Johnson ,WAS,24,FB,16,12,1,0,0,0,0,0.0,0.0,0
290,280,Patrick Johnson,JAX,26,wr,9,6,1,-9,0,0,-9,-9.0,-1.0,0
291,281,Daryl Jones,NYG,23,wr,13,6,1,4,0,0,4,4.0,0.3,1
292,282,Micah Knorr,2TM,27,,15,0,1,-10,0,0,0,-10.0,-0.7,0
293,283,Sean Landeta,PHI,40,,12,0,1,0,0,0,0,0.0,0.0,1
294,284,George Layne,ATL,24,,2,0,1,5,0,1,5,5.0,2.5,1
295,285,Michael Lewis*+,NOR,31,,16,0,1,15,0,1,15,15.0,0.9,6
296,286,Cecil Martin ,PHI,27,FB,16,9,1,-4,0,0,-4,-4.0,-0.3,1
297,287,Brad Maynard,CHI,28,,16,0,1,20,0,1,20,20.0,1.3,0
298,288,Fred McAfee*,NOR,34,,11,0,1,11,0,1,11,11.0,1.0,0
299,289,Darnerien McCants,WAS,26,,9,1,1,9,0,0,9,9.0,1.0,1
300,290,Keenan McCardell,TAM,32,WR,14,14,1,3,0,0,3,3.0,0.2,1
301,291,Josh McCown,ARI,23,,2,0,1,20,0,1,20,20.0,10.0,1
302,292,Randy McMichael,MIA,23,TE,16,16,1,8,0,0,8,8.0,0.5,1
303,293,Ahmad Merritt,CHI,25,,12,3,1,5,0,0,5,5.0,0.4,3
304,294,Brian Moorman,BUF,26,,16,0,1,-6,0,0,-6,-6.0,-0.4,0
305,295,Eric Moulds*,BUF,29,WR,16,15,1,7,0,0,7,7.0,0.4,1
306,296,Jesse Palmer,NYG,24,,2,0,1,-3,0,0,-3,-3.0,-1.5,0
307,297,Doug Pederson ,GNB,34,,16,0,1,-1,0,0,-1,-1.0,-0.1,0
308,298,Todd Pinkston,PHI,25,WR,15,15,1,-15,0,0,-15,-15.0,-1.0,2
